Device-ID/User-ID,Timestamp,Reminder Type,Scheduled Time,Reminder Sent (Yes/No),Acknowledged (Yes/No)
D7055,1/25/2025 8:08,Medication,09:00:00,No,No
D7056,1/26/2025 17:16,Exercise,07:00:00,No,No
D7057,1/18/2025 10:45,Appointment,08:30:00,No,No
D7058,1/29/2025 0:23,Exercise,13:30:00,Yes,Yes
D7059,1/29/2025 11:34,Appointment,16:30:00,Yes,Yes
D7060,1/22/2025 13:08,Exercise,12:30:00,Yes,Yes
D7061,01-09-2025 06:09,Hydration,21:30:00,No,No
D7062,1/25/2025 23:09,Appointment,06:30:00,No,No
D7063,1/23/2025 7:58,Hydration,21:30:00,Yes,Yes
D7064,01-06-2025 03:02,Hydration,15:30:00,No,No
D7065,01-03-2025 03:48,Medication,16:00:00,Yes,Yes
D7066,01-09-2025 20:02,Exercise,20:30:00,Yes,Yes
D7067,1/27/2025 1:14,Appointment,12:00:00,No,No
D7068,01-07-2025 06:26,Appointment,18:30:00,Yes,No
D7069,1/24/2025 10:10,Exercise,07:30:00,No,No
D7070,01-11-2025 05:06,Exercise,09:00:00,Yes,Yes
D7071,1/16/2025 13:49,Appointment,10:30:00,Yes,No
D7072,01-01-2025 21:28,Appointment,06:00:00,Yes,Yes
D7073,01-10-2025 00:57,Appointment,12:30:00,Yes,No
D7074,1/28/2025 13:02,Exercise,07:00:00,Yes,Yes
D7075,01-10-2025 06:34,Exercise,20:30:00,Yes,Yes
D7076,1/15/2025 11:11,Appointment,15:30:00,Yes,No
D7077,1/23/2025 1:21,Hydration,20:00:00,No,No
D7078,1/17/2025 13:53,Appointment,09:30:00,Yes,Yes
D7079,1/14/2025 1:57,Medication,13:30:00,No,No
D7080,01-05-2025 11:25,Hydration,20:30:00,Yes,Yes
D7081,1/16/2025 6:40,Hydration,20:30:00,No,No
D7082,01-04-2025 05:13,Hydration,06:00:00,No,No
D7083,1/24/2025 6:11,Hydration,15:00:00,Yes,No
D7084,1/29/2025 17:08,Hydration,19:00:00,No,No
D7085,1/19/2025 2:52,Exercise,20:30:00,No,No
D7086,1/19/2025 17:13,Hydration,10:00:00,Yes,Yes
D7087,1/30/2025 6:47,Exercise,16:30:00,Yes,Yes
D7088,01-01-2025 10:41,Hydration,15:00:00,No,No
D7089,1/17/2025 20:45,Exercise,13:00:00,No,No
D7090,01-09-2025 20:10,Medication,20:00:00,Yes,No
D7091,01-10-2025 11:07,Exercise,12:30:00,Yes,Yes
D7092,1/17/2025 23:08,Exercise,22:30:00,Yes,No
D7093,01-07-2025 08:03,Medication,12:30:00,Yes,Yes
D7094,1/30/2025 1:18,Exercise,11:00:00,Yes,Yes
D7095,1/19/2025 9:29,Appointment,14:00:00,Yes,Yes
D7096,01-01-2025 21:41,Hydration,11:00:00,Yes,Yes
D7097,01-03-2025 16:25,Exercise,22:00:00,No,No
D7098,1/29/2025 13:18,Appointment,10:00:00,No,No
D7099,1/29/2025 0:29,Hydration,11:00:00,No,No
D7100,1/23/2025 0:58,Medication,10:00:00,No,No
D7101,01-01-2025 07:24,Hydration,13:00:00,No,No
D7102,1/17/2025 1:21,Exercise,20:30:00,Yes,No
D7103,1/29/2025 22:29,Exercise,06:00:00,Yes,No
D7104,1/21/2025 20:43,Appointment,09:00:00,Yes,Yes
D7105,01-08-2025 11:20,Hydration,16:30:00,No,No
D7106,1/28/2025 7:40,Hydration,11:00:00,Yes,Yes
D7107,1/23/2025 8:52,Appointment,13:00:00,No,No
D7108,1/29/2025 13:49,Medication,22:00:00,No,No
D7109,1/15/2025 8:41,Medication,09:30:00,Yes,No
D7110,1/28/2025 9:40,Medication,14:00:00,No,No
D7111,01-02-2025 02:58,Hydration,15:30:00,Yes,Yes
D7112,1/18/2025 12:53,Medication,13:30:00,No,No
D7113,1/24/2025 19:10,Hydration,14:30:00,No,No
D7114,1/24/2025 14:17,Hydration,06:30:00,No,No
D7115,01-09-2025 12:35,Exercise,18:30:00,Yes,No
D7116,1/30/2025 21:18,Appointment,18:00:00,Yes,Yes
D7117,01-02-2025 07:58,Appointment,11:30:00,No,No
D7118,1/13/2025 14:38,Hydration,14:00:00,Yes,Yes
D7119,01-01-2025 14:59,Exercise,18:30:00,Yes,Yes
D7120,1/29/2025 19:53,Exercise,20:30:00,Yes,Yes
D7121,01-12-2025 23:58,Medication,22:00:00,Yes,No
D7122,1/22/2025 23:25,Exercise,07:00:00,Yes,Yes
D7123,1/29/2025 15:38,Hydration,16:00:00,No,No
D7124,1/27/2025 14:16,Hydration,09:00:00,Yes,Yes
D7125,01-11-2025 04:26,Medication,11:00:00,Yes,Yes
D7126,01-02-2025 15:24,Hydration,16:30:00,Yes,Yes
D7127,01-03-2025 11:56,Exercise,10:30:00,Yes,Yes
D7128,01-06-2025 14:21,Hydration,21:00:00,Yes,Yes
D7129,1/20/2025 17:06,Hydration,14:30:00,No,No
D7130,1/24/2025 1:57,Hydration,15:00:00,Yes,Yes
D7131,01-04-2025 04:32,Exercise,17:00:00,Yes,Yes
D7132,01-10-2025 14:56,Exercise,14:00:00,Yes,Yes
D7133,1/30/2025 4:47,Hydration,08:30:00,Yes,Yes
D7134,01-02-2025 20:35,Exercise,19:30:00,Yes,Yes
D7135,01-08-2025 23:17,Hydration,18:00:00,Yes,Yes
D7136,01-03-2025 08:32,Medication,13:30:00,No,No
D7137,1/24/2025 21:11,Exercise,12:30:00,No,No
D7138,1/14/2025 9:57,Appointment,21:00:00,Yes,Yes
D7139,1/20/2025 9:54,Hydration,17:30:00,No,No
D7140,1/13/2025 17:36,Medication,18:30:00,No,No
D7141,1/29/2025 10:05,Hydration,11:30:00,Yes,No
D7142,01-02-2025 02:56,Appointment,13:30:00,No,No
D7143,1/30/2025 2:09,Medication,19:00:00,Yes,No
D7144,1/29/2025 13:34,Hydration,21:00:00,Yes,Yes
D7145,01-12-2025 16:28,Exercise,09:30:00,No,No
D7146,01-01-2025 00:13,Medication,17:30:00,Yes,No
D7147,1/22/2025 16:27,Hydration,18:30:00,Yes,No
D7148,1/16/2025 22:36,Exercise,10:30:00,Yes,Yes
D7149,1/24/2025 22:24,Exercise,14:30:00,Yes,No
D7150,1/23/2025 17:20,Medication,19:00:00,No,No
D7151,1/13/2025 22:51,Medication,17:30:00,Yes,Yes
D7152,1/27/2025 0:15,Appointment,08:00:00,Yes,Yes
D7153,1/27/2025 3:04,Hydration,10:00:00,Yes,Yes
D7154,1/24/2025 4:17,Exercise,12:30:00,No,No
D7155,1/27/2025 7:25,Appointment,08:30:00,No,No
D7156,1/30/2025 16:06,Appointment,19:30:00,No,No
D7157,1/25/2025 3:02,Medication,22:00:00,No,No
D7158,01-10-2025 04:32,Exercise,06:30:00,Yes,Yes
D7159,01-09-2025 14:48,Exercise,06:00:00,No,No
D7160,01-06-2025 20:34,Medication,15:00:00,Yes,Yes
D7161,1/15/2025 1:31,Medication,10:00:00,No,No
D7162,1/30/2025 0:52,Appointment,07:00:00,No,No
D7163,1/17/2025 17:24,Hydration,07:00:00,Yes,Yes
D7164,01-09-2025 21:50,Hydration,08:00:00,Yes,Yes
D7165,1/30/2025 3:24,Appointment,11:00:00,Yes,No
D7166,01-08-2025 07:53,Hydration,11:30:00,No,No
D7167,1/26/2025 9:48,Medication,06:00:00,No,No
D7168,1/26/2025 0:51,Exercise,20:30:00,No,No
D7169,1/17/2025 23:31,Medication,09:00:00,No,No
D7170,1/18/2025 15:06,Hydration,17:30:00,Yes,Yes
D7171,1/16/2025 8:57,Medication,16:00:00,Yes,Yes
D7172,01-04-2025 20:15,Exercise,08:30:00,Yes,Yes
D7173,1/13/2025 5:29,Medication,17:30:00,No,No
D7174,01-01-2025 04:03,Hydration,14:30:00,No,No
D7175,01-12-2025 19:34,Medication,18:30:00,Yes,Yes
D7176,1/29/2025 2:47,Hydration,10:00:00,Yes,No
D7177,1/25/2025 0:23,Exercise,18:30:00,No,No
D7178,1/26/2025 17:11,Exercise,14:00:00,No,No
D7179,1/18/2025 8:19,Exercise,11:00:00,No,No
D7180,1/21/2025 9:04,Appointment,16:30:00,Yes,Yes
D7181,01-03-2025 09:10,Exercise,22:00:00,No,No
D7182,1/26/2025 15:06,Exercise,13:00:00,No,No
D7183,01-11-2025 04:32,Medication,21:00:00,Yes,Yes
D7184,1/14/2025 8:06,Medication,21:00:00,Yes,Yes
D7185,01-10-2025 01:14,Medication,18:00:00,No,No
D7186,1/22/2025 12:05,Hydration,21:00:00,No,No
D7187,01-12-2025 21:57,Exercise,07:00:00,No,No
D7188,1/27/2025 12:38,Hydration,11:30:00,No,No
D7189,01-12-2025 04:22,Hydration,20:00:00,No,No
D7190,01-01-2025 05:44,Exercise,08:00:00,No,No
D7191,01-07-2025 07:07,Medication,14:00:00,Yes,No
D7192,1/29/2025 23:41,Appointment,21:00:00,No,No
D7193,1/21/2025 6:23,Medication,19:00:00,Yes,Yes
D7194,1/16/2025 1:27,Appointment,22:00:00,No,No
D7195,01-04-2025 21:33,Hydration,22:00:00,Yes,Yes
D7196,1/30/2025 4:52,Appointment,14:00:00,Yes,Yes
D7197,1/25/2025 21:52,Medication,13:30:00,Yes,Yes
D7198,1/28/2025 23:58,Appointment,20:00:00,No,No
D7199,1/24/2025 18:01,Medication,15:30:00,Yes,Yes
D7200,1/30/2025 9:46,Appointment,08:30:00,No,No
D7201,1/18/2025 6:03,Medication,15:30:00,No,No
D7202,1/14/2025 18:19,Hydration,16:30:00,Yes,Yes
D7203,01-02-2025 00:17,Medication,08:30:00,Yes,Yes
D7204,01-08-2025 14:14,Appointment,12:00:00,No,No
D7205,1/14/2025 16:09,Appointment,15:30:00,No,No
D7206,1/19/2025 21:42,Medication,17:00:00,Yes,Yes
D7207,1/20/2025 13:08,Appointment,22:00:00,No,No
D7208,01-10-2025 14:08,Medication,10:00:00,Yes,No
D7209,1/20/2025 13:41,Appointment,18:30:00,Yes,No
D7210,01-11-2025 09:59,Appointment,15:00:00,Yes,Yes
D7211,1/20/2025 0:39,Hydration,07:00:00,No,No
D7212,01-11-2025 16:31,Hydration,06:00:00,No,No
D7213,01-10-2025 12:25,Hydration,21:30:00,Yes,Yes
D7214,01-02-2025 02:26,Medication,17:30:00,No,No
D7215,01-02-2025 08:32,Hydration,15:00:00,Yes,Yes
D7216,01-02-2025 05:50,Appointment,08:00:00,No,No
D7217,01-11-2025 07:20,Hydration,20:30:00,No,No
D7218,1/23/2025 3:16,Appointment,13:00:00,Yes,Yes
D7219,1/19/2025 4:30,Medication,15:30:00,Yes,Yes
D7220,1/28/2025 10:55,Medication,18:00:00,Yes,Yes
D7221,1/24/2025 0:46,Exercise,11:00:00,Yes,Yes
D7222,1/29/2025 23:51,Hydration,18:30:00,Yes,Yes
D7223,1/24/2025 22:11,Medication,22:30:00,Yes,No
D7224,1/29/2025 22:24,Medication,22:00:00,No,No
D7225,01-06-2025 19:41,Exercise,18:30:00,Yes,Yes
D7226,1/14/2025 23:05,Exercise,14:00:00,Yes,No
D7227,1/18/2025 0:58,Exercise,20:30:00,Yes,Yes
D7228,1/25/2025 1:37,Hydration,15:00:00,No,No
D7229,1/17/2025 17:46,Exercise,08:30:00,Yes,Yes
D7230,1/17/2025 10:42,Medication,09:00:00,Yes,Yes
D7231,1/30/2025 11:54,Medication,15:30:00,No,No
D7232,01-08-2025 18:32,Hydration,16:30:00,Yes,Yes
D7233,01-05-2025 13:11,Exercise,13:00:00,No,No
D7234,1/28/2025 2:01,Exercise,06:00:00,No,No
D7235,01-07-2025 03:46,Hydration,06:30:00,No,No
D7236,01-11-2025 19:24,Exercise,18:00:00,No,No
D7237,01-09-2025 13:37,Hydration,20:30:00,No,No
D7238,01-03-2025 03:07,Hydration,13:00:00,No,No
D7239,1/15/2025 15:22,Appointment,13:30:00,Yes,Yes
D7240,1/22/2025 5:49,Medication,16:30:00,Yes,Yes
D7241,1/28/2025 15:00,Hydration,12:00:00,No,No
D7242,1/22/2025 2:01,Exercise,12:00:00,Yes,No
D7243,1/26/2025 6:11,Medication,14:30:00,Yes,No
D7244,01-03-2025 17:37,Hydration,17:00:00,Yes,No
D7245,1/24/2025 5:14,Appointment,11:00:00,Yes,Yes
D7246,1/20/2025 7:46,Medication,21:00:00,Yes,Yes
D7247,01-08-2025 03:30,Medication,17:30:00,Yes,Yes
D7248,01-10-2025 13:58,Hydration,07:30:00,No,No
D7249,01-11-2025 02:58,Hydration,15:00:00,Yes,Yes
D7250,1/18/2025 17:28,Appointment,19:00:00,No,No
D7251,01-08-2025 15:26,Exercise,08:30:00,Yes,Yes
D7252,1/24/2025 20:23,Hydration,13:00:00,No,No
D7253,1/19/2025 0:53,Medication,06:30:00,No,No
D7254,01-12-2025 06:50,Appointment,13:00:00,Yes,Yes
D7255,01-10-2025 08:18,Exercise,18:30:00,Yes,No
D7256,01-06-2025 15:52,Hydration,07:30:00,Yes,Yes
D7257,01-11-2025 06:29,Exercise,22:30:00,Yes,Yes
D7258,1/24/2025 17:36,Hydration,21:00:00,Yes,No
D7259,1/27/2025 21:10,Medication,10:30:00,No,No
D7260,1/20/2025 13:23,Appointment,22:30:00,Yes,Yes
D7261,1/29/2025 14:46,Hydration,17:00:00,No,No
D7262,1/20/2025 9:18,Appointment,09:00:00,No,No
D7263,1/19/2025 18:24,Appointment,21:30:00,Yes,Yes
D7264,01-10-2025 23:01,Exercise,20:30:00,Yes,No
D7265,01-10-2025 16:59,Appointment,16:00:00,No,No
D7266,1/27/2025 2:52,Appointment,10:30:00,Yes,Yes
D7267,1/15/2025 0:57,Hydration,06:30:00,Yes,Yes
D7268,01-12-2025 03:21,Appointment,16:30:00,Yes,No
D7269,01-04-2025 10:06,Exercise,09:30:00,Yes,Yes
D7270,1/26/2025 0:54,Hydration,19:00:00,No,No
D7271,01-09-2025 14:01,Medication,07:00:00,Yes,Yes
D7272,1/14/2025 11:49,Appointment,09:30:00,Yes,No
D7273,01-02-2025 11:36,Exercise,10:00:00,Yes,No
D7274,01-07-2025 02:17,Appointment,07:30:00,No,No
D7275,1/22/2025 0:51,Exercise,18:00:00,No,No
D7276,1/22/2025 8:53,Appointment,11:00:00,No,No
D7277,1/15/2025 22:05,Appointment,19:00:00,Yes,Yes
D7278,01-07-2025 13:54,Medication,20:30:00,No,No
D7279,01-06-2025 03:05,Hydration,18:30:00,No,No
D7280,01-01-2025 14:31,Medication,16:00:00,Yes,No
D7281,1/21/2025 2:27,Exercise,06:30:00,No,No
D7282,01-08-2025 07:49,Medication,07:30:00,No,No
D7283,01-08-2025 10:52,Hydration,22:00:00,Yes,Yes
D7284,01-02-2025 20:05,Exercise,10:00:00,Yes,Yes
D7285,1/19/2025 23:19,Appointment,11:30:00,Yes,Yes
D7286,01-03-2025 07:08,Medication,10:00:00,No,No
D7287,1/16/2025 5:27,Medication,22:30:00,No,No
D7288,1/15/2025 2:50,Medication,17:30:00,No,No
D7289,1/17/2025 11:55,Appointment,09:00:00,Yes,Yes
D7290,01-03-2025 15:17,Exercise,10:30:00,No,No
D7291,1/17/2025 3:18,Appointment,17:30:00,Yes,Yes
D7292,1/19/2025 1:00,Exercise,20:00:00,Yes,Yes
D7293,01-06-2025 19:46,Medication,21:00:00,Yes,Yes
D7294,1/29/2025 4:50,Medication,17:00:00,Yes,Yes
D7295,01-06-2025 10:29,Medication,06:30:00,Yes,Yes
D7296,01-12-2025 09:56,Exercise,11:30:00,Yes,Yes
D7297,1/17/2025 9:26,Hydration,13:30:00,Yes,Yes
D7298,01-02-2025 18:17,Appointment,11:30:00,No,No
D7299,1/17/2025 20:51,Appointment,06:00:00,No,No
D7300,1/15/2025 19:54,Appointment,07:30:00,Yes,Yes
D7301,01-08-2025 02:23,Medication,19:30:00,No,No
D7302,1/27/2025 6:43,Hydration,10:00:00,No,No
D7303,1/22/2025 6:10,Exercise,13:30:00,No,No
D7304,1/29/2025 22:29,Medication,10:00:00,No,No
D7305,01-12-2025 12:05,Medication,07:00:00,Yes,No
D7306,1/13/2025 21:23,Exercise,09:00:00,No,No
D7307,01-08-2025 20:49,Medication,06:00:00,No,No
D7308,1/18/2025 10:20,Appointment,15:00:00,No,No
D7309,01-01-2025 02:58,Medication,08:30:00,Yes,Yes
D7310,1/25/2025 14:07,Medication,16:00:00,No,No
D7311,1/18/2025 23:21,Medication,13:00:00,Yes,No
D7312,1/24/2025 21:40,Exercise,19:30:00,No,No
D7313,1/30/2025 21:05,Medication,15:30:00,Yes,No
D7314,1/19/2025 3:21,Exercise,06:30:00,No,No
D7315,1/14/2025 17:21,Medication,12:00:00,Yes,Yes
D7316,01-11-2025 04:23,Appointment,15:30:00,Yes,Yes
D7317,1/28/2025 15:07,Medication,21:00:00,No,No
D7318,01-10-2025 01:51,Appointment,09:00:00,No,No
D7319,01-09-2025 01:00,Medication,17:30:00,Yes,Yes
D7320,1/22/2025 14:15,Appointment,09:00:00,No,No
D7321,1/26/2025 12:10,Medication,18:30:00,No,No
D7322,01-07-2025 13:57,Medication,18:00:00,Yes,Yes
D7323,1/29/2025 21:19,Appointment,22:00:00,Yes,Yes
D7324,1/16/2025 17:03,Appointment,07:00:00,No,No
D7325,1/28/2025 23:36,Hydration,19:00:00,No,No
D7326,01-05-2025 23:34,Exercise,09:00:00,No,No
D7327,1/15/2025 12:36,Appointment,21:30:00,No,No
D7328,01-09-2025 00:27,Hydration,14:30:00,Yes,Yes
D7329,01-09-2025 10:12,Appointment,17:00:00,Yes,No
D7330,1/13/2025 5:20,Appointment,19:30:00,Yes,No
D7331,01-01-2025 07:32,Hydration,08:00:00,No,No
D7332,1/25/2025 8:50,Appointment,21:00:00,Yes,Yes
D7333,01-12-2025 19:56,Exercise,09:00:00,No,No
D7334,01-04-2025 02:06,Hydration,20:00:00,Yes,Yes
D7335,01-10-2025 14:47,Exercise,12:30:00,Yes,Yes
D7336,01-08-2025 20:12,Hydration,13:00:00,Yes,Yes
D7337,1/20/2025 22:29,Appointment,14:30:00,No,No
D7338,01-12-2025 08:13,Appointment,22:00:00,No,No
D7339,1/22/2025 21:27,Exercise,16:30:00,No,No
D7340,01-12-2025 19:14,Appointment,09:00:00,No,No
D7341,1/16/2025 18:50,Hydration,11:30:00,No,No
D7342,1/29/2025 2:56,Appointment,11:00:00,No,No
D7343,1/15/2025 6:31,Exercise,08:00:00,No,No
D7344,1/13/2025 15:15,Appointment,07:30:00,Yes,Yes
D7345,01-08-2025 02:37,Exercise,17:30:00,Yes,No
D7346,1/15/2025 15:44,Hydration,19:00:00,Yes,Yes
D7347,01-06-2025 17:34,Appointment,15:30:00,No,No
D7348,01-03-2025 07:43,Appointment,19:00:00,Yes,No
D7349,01-03-2025 05:36,Exercise,07:00:00,Yes,Yes
D7350,01-10-2025 18:14,Appointment,08:30:00,Yes,Yes
D7351,01-02-2025 12:39,Appointment,13:30:00,No,No
D7352,01-04-2025 23:30,Hydration,20:00:00,No,No
D7353,1/16/2025 9:33,Exercise,11:00:00,No,No
D7354,01-10-2025 04:01,Medication,17:00:00,Yes,Yes
D7355,1/21/2025 2:29,Appointment,11:30:00,No,No
D7356,1/18/2025 19:40,Hydration,11:30:00,Yes,Yes
D7357,01-01-2025 18:52,Medication,14:00:00,Yes,Yes
D7358,01-02-2025 15:01,Appointment,16:30:00,No,No
D7359,01-01-2025 11:53,Hydration,11:30:00,Yes,Yes
D7360,1/16/2025 2:58,Hydration,19:00:00,No,No
D7361,01-03-2025 20:42,Hydration,10:30:00,No,No
D7362,1/15/2025 11:57,Appointment,12:30:00,Yes,No
D7363,1/18/2025 8:42,Medication,12:30:00,Yes,Yes
D7364,1/24/2025 11:39,Medication,11:30:00,No,No
D7365,01-10-2025 13:50,Appointment,13:30:00,Yes,Yes
D7366,01-08-2025 10:45,Medication,16:00:00,Yes,Yes
D7367,01-12-2025 00:25,Medication,17:30:00,No,No
D7368,1/26/2025 16:03,Exercise,19:30:00,No,No
D7369,01-07-2025 21:16,Medication,21:00:00,No,No
D7370,1/17/2025 5:58,Appointment,09:30:00,Yes,Yes
D7371,01-04-2025 23:11,Exercise,13:30:00,No,No
D7372,01-07-2025 11:34,Hydration,21:00:00,No,No
D7373,01-05-2025 17:06,Appointment,08:30:00,No,No
D7374,1/29/2025 18:50,Exercise,20:30:00,No,No
D7375,01-09-2025 14:39,Medication,16:30:00,Yes,No
D7376,01-07-2025 16:57,Appointment,21:00:00,No,No
D7377,1/18/2025 14:37,Medication,20:30:00,No,No
D7378,01-11-2025 18:39,Appointment,18:00:00,Yes,Yes
D7379,01-09-2025 18:55,Exercise,21:00:00,No,No
D7380,01-01-2025 14:34,Appointment,09:30:00,Yes,Yes
D7381,01-06-2025 08:41,Appointment,11:30:00,No,No
D7382,01-02-2025 12:12,Appointment,10:30:00,Yes,Yes
D7383,01-08-2025 22:33,Hydration,20:30:00,No,No
D7384,1/13/2025 13:42,Exercise,10:30:00,Yes,Yes
D7385,1/30/2025 8:51,Appointment,06:00:00,No,No
D7386,1/27/2025 10:09,Hydration,08:30:00,Yes,Yes
D7387,1/20/2025 11:03,Hydration,21:00:00,Yes,Yes
D7388,1/18/2025 14:22,Exercise,21:30:00,No,No
D7389,01-10-2025 16:38,Exercise,16:30:00,No,No
D7390,01-03-2025 19:47,Medication,21:00:00,No,No
D7391,1/25/2025 1:59,Exercise,09:30:00,Yes,Yes
D7392,01-09-2025 07:28,Exercise,12:00:00,Yes,Yes
D7393,01-07-2025 16:21,Appointment,13:00:00,Yes,No
D7394,1/23/2025 4:55,Hydration,20:00:00,No,No
D7395,1/29/2025 15:23,Hydration,12:00:00,Yes,No
D7396,1/22/2025 7:40,Exercise,19:00:00,No,No
D7397,01-10-2025 14:01,Exercise,18:00:00,Yes,Yes
D7398,1/18/2025 13:49,Medication,13:00:00,No,No
D7399,1/28/2025 10:13,Medication,13:00:00,No,No
D7400,1/13/2025 19:14,Appointment,09:00:00,Yes,Yes
D7401,01-07-2025 18:47,Exercise,12:00:00,No,No
D7402,1/20/2025 14:20,Exercise,09:30:00,Yes,No
D7403,01-09-2025 08:33,Hydration,19:30:00,No,No
D7404,1/23/2025 20:00,Appointment,17:30:00,No,No
D7405,01-04-2025 10:37,Medication,09:30:00,No,No
D7406,1/26/2025 20:57,Medication,13:30:00,No,No
D7407,1/18/2025 0:14,Medication,11:00:00,No,No
D7408,1/22/2025 15:02,Hydration,16:00:00,Yes,No
D7409,01-02-2025 04:03,Medication,09:00:00,No,No
D7410,01-09-2025 08:19,Exercise,19:00:00,Yes,Yes
D7411,01-12-2025 06:20,Exercise,22:00:00,No,No
D7412,1/22/2025 12:45,Exercise,19:30:00,Yes,Yes
D7413,1/15/2025 22:14,Medication,08:30:00,No,No
D7414,1/29/2025 14:22,Appointment,20:30:00,Yes,Yes
D7415,1/25/2025 18:05,Exercise,07:00:00,Yes,Yes
D7416,01-10-2025 15:03,Exercise,07:00:00,Yes,Yes
D7417,01-06-2025 12:13,Hydration,12:30:00,No,No
D7418,1/29/2025 20:16,Hydration,14:00:00,No,No
D7419,1/20/2025 14:31,Exercise,19:00:00,Yes,Yes
D7420,1/30/2025 4:33,Exercise,11:30:00,No,No
D7421,1/25/2025 9:48,Appointment,08:30:00,Yes,Yes
D7422,1/29/2025 19:55,Exercise,14:30:00,Yes,No
D7423,1/13/2025 14:20,Appointment,14:00:00,No,No
D7424,1/23/2025 17:00,Appointment,07:30:00,No,No
D7425,01-01-2025 15:35,Exercise,14:30:00,Yes,Yes
D7426,1/20/2025 12:17,Hydration,07:00:00,No,No
D7427,01-04-2025 07:52,Appointment,07:00:00,Yes,No
D7428,1/19/2025 8:40,Medication,22:00:00,No,No
D7429,1/28/2025 22:08,Appointment,15:00:00,No,No
D7430,1/16/2025 9:28,Medication,17:30:00,No,No
D7431,01-10-2025 12:09,Medication,20:30:00,No,No
D7432,01-10-2025 19:05,Hydration,20:00:00,Yes,No
D7433,1/26/2025 20:28,Appointment,20:30:00,Yes,Yes
D7434,1/19/2025 19:28,Hydration,18:00:00,Yes,Yes
D7435,01-01-2025 04:46,Hydration,17:30:00,Yes,Yes
D7436,01-05-2025 09:13,Hydration,16:30:00,Yes,Yes
D7437,1/27/2025 14:45,Medication,06:30:00,No,No
D7438,01-12-2025 09:06,Medication,20:30:00,No,No
D7439,01-03-2025 00:45,Exercise,09:00:00,Yes,Yes
D7440,1/20/2025 16:48,Exercise,10:30:00,No,No
D7441,01-02-2025 17:40,Exercise,17:00:00,No,No
D7442,1/15/2025 11:10,Exercise,17:30:00,No,No
D7443,1/24/2025 17:04,Appointment,11:00:00,Yes,Yes
D7444,1/17/2025 19:28,Exercise,20:00:00,No,No
D7445,01-10-2025 21:22,Medication,21:30:00,Yes,Yes
D7446,1/30/2025 20:20,Hydration,22:00:00,Yes,Yes
D7447,01-09-2025 23:16,Hydration,14:30:00,No,No
D7448,1/14/2025 15:25,Hydration,17:30:00,Yes,Yes
D7449,1/15/2025 14:23,Hydration,11:00:00,Yes,Yes
D7450,1/27/2025 13:11,Exercise,14:30:00,No,No
D7451,1/21/2025 5:40,Medication,17:00:00,No,No
D7452,01-12-2025 23:22,Medication,08:00:00,No,No
D7453,1/26/2025 9:02,Hydration,08:00:00,No,No
D7454,01-12-2025 01:03,Hydration,07:00:00,Yes,Yes
D7455,01-09-2025 01:21,Appointment,09:00:00,Yes,Yes
D7456,1/18/2025 21:33,Exercise,11:00:00,No,No
D7457,1/25/2025 23:59,Medication,09:30:00,Yes,Yes
D7458,1/21/2025 16:27,Exercise,07:30:00,Yes,Yes
D7459,1/23/2025 20:52,Medication,20:00:00,No,No
D7460,1/24/2025 2:38,Appointment,11:30:00,No,No
D7461,01-04-2025 14:31,Exercise,16:00:00,No,No
D7462,1/13/2025 15:25,Exercise,09:30:00,No,No
D7463,01-12-2025 23:03,Medication,09:30:00,Yes,Yes
D7464,1/17/2025 17:00,Exercise,22:30:00,No,No
D7465,01-11-2025 17:58,Appointment,09:00:00,No,No
D7466,01-06-2025 05:54,Hydration,17:30:00,Yes,Yes
D7467,1/26/2025 14:29,Appointment,07:30:00,No,No
D7468,1/20/2025 18:27,Hydration,20:30:00,No,No
D7469,1/26/2025 0:08,Medication,20:00:00,Yes,Yes
D7470,1/20/2025 1:33,Hydration,12:30:00,No,No
D7471,01-08-2025 16:42,Hydration,13:30:00,Yes,Yes
D7472,1/26/2025 1:14,Hydration,13:00:00,Yes,Yes
D7473,01-09-2025 15:05,Medication,17:30:00,No,No
D7474,1/25/2025 13:00,Exercise,21:30:00,Yes,Yes
D7475,1/13/2025 13:47,Exercise,19:30:00,Yes,Yes
D7476,01-10-2025 04:46,Appointment,13:30:00,Yes,No
D7477,1/28/2025 8:15,Medication,20:00:00,Yes,No
D7478,01-04-2025 09:47,Exercise,20:30:00,No,No
D7479,1/14/2025 20:54,Medication,07:30:00,No,No
D7480,1/17/2025 9:29,Hydration,14:00:00,No,No
D7481,1/17/2025 0:21,Medication,22:30:00,Yes,Yes
D7482,01-03-2025 17:16,Exercise,09:30:00,Yes,Yes
D7483,1/18/2025 10:02,Appointment,21:30:00,Yes,Yes
D7484,1/23/2025 0:56,Medication,12:30:00,No,No
D7485,01-02-2025 11:26,Appointment,11:30:00,Yes,Yes
D7486,1/21/2025 20:51,Medication,09:30:00,No,No
D7487,1/13/2025 17:34,Appointment,09:30:00,No,No
D7488,1/17/2025 1:39,Hydration,10:00:00,No,No
D7489,01-01-2025 20:37,Exercise,07:30:00,Yes,Yes
D7490,1/27/2025 20:50,Medication,08:30:00,No,No
D7491,1/21/2025 19:24,Appointment,20:00:00,No,No
D7492,1/16/2025 18:40,Exercise,21:00:00,Yes,Yes
D7493,1/25/2025 7:06,Appointment,11:00:00,No,No
D7494,1/14/2025 11:48,Hydration,22:30:00,Yes,No
D7495,1/15/2025 12:43,Exercise,21:30:00,No,No
